Rank	Pert_id	Drug	rRGES	moa
2774	BRD-K33926001	BRD-K33926001	-0.42214012968184317	-
2775	BRD-K87696786	LY-456236	-0.4221393373563999	-
2776	BRD-A83892713	rifampicin	-0.4221104792226375	RNA polymerase inhibitor
2777	BRD-K71142328	BRD-K71142328	-0.42210402602023805	-
2778	BRD-K04695623	BRD-K04695623	-0.42208390090425496	-
2779	BRD-K45895591	BRD-K45895591	-0.42208000345119473	-
2780	BRD-A93424738	dexamethasone	-0.4220784480268696	Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor
2781	BRD-K41051431	mecillinam	-0.422051960536922	Bacterial cell wall synthesis inhibitor
2782	BRD-A86990971	KUC103424N	-0.42203656010039	-
2783	BRD-K20168442	vecuronium	-0.42201569315257953	Acetylcholine receptor antagonist
2784	BRD-K37447567	hydrocotarnine	-0.42199911111087557	Opioid receptor antagonist
2785	BRD-K64402243	ivachtin	-0.42196417852796303	Caspase inhibitor
2786	BRD-A44448661	pentobarbital	-0.42192780344851616	GABA receptor modulator
2787	BRD-A17883755	lenalidomide	-0.42187138448668465	Carcinogen
2788	BRD-K71731651	PNU-120596	-0.42183580967516254	-
2789	BRD-K22193694	dioxybenzone	-0.4218288459099365	Topical sunscreen agent
2790	BRD-A65145453	ATPA	-0.42182201342769116	-
2791	BRD-K76568384	PHTPP	-0.42173845059818016	-
2792	BRD-K27169919	BRD-K27169919	-0.4216660401628348	-
2793	BRD-K91349888	ARG-A1-22	-0.42165043332523416	-
2794	BRD-K37691127	hinokitiol	-0.42162515539897966	Tyrosinase inhibitor
2795	BRD-A31521121	methocarbamol	-0.42160019933978343	Muscle relaxant
2796	BRD-K26015241	ODQ	-0.4215455563712191	-
2797	BRD-A81177136	KN-62	-0.4215078132876889	-
2798	BRD-K45818044	SA-425500	-0.4214921369255557	-
2799	BRD-K06147391	telenzepine	-0.4214819361379835	Acetylcholine receptor antagonist
2800	BRD-K18316707	O-1918	-0.42144437741776525	-
2801	BRD-K68038686	BRD-K68038686	-0.4214340429426847	-
2802	BRD-K15640888	BRD-K15640888	-0.4213806465551373	-
2803	BRD-A89672324	CGP-55845	-0.42132100025261804	-
2804	BRD-K06817181	BRD-K06817181	-0.42128359218962613	-
2805	BRD-K78388870	BRD-K78388870	-0.42127702358309804	-
2806	BRD-A49370193	RO-60-0175	-0.4212553304649662	-
2807	BRD-K17349619	HLI-373	-0.4212213272253995	-
2808	BRD-K61737877	VEGF-receptor-2-kinase-inhibitor-IV	-0.42121958330432213	-
2809	BRD-K36767861	BRD-K36767861	-0.4212063140610639	-
2810	BRD-A64228451	terreic-acid	-0.4211836096101335	BTK inhibitor
2811	BRD-K67484673	BRD-K67484673	-0.42118211607790995	-
2812	BRD-K35458079	edaravone	-0.42116258250357014	Nootropic agent
2813	BRD-K24051260	BRD-K24051260	-0.42111878291553123	-
2814	BRD-K70974948	BRD-K70974948	-0.4210917410264817	-
2815	BRD-K14791739	fluticasone	-0.4210864351835874	Glucocorticoid receptor agonist
2816	BRD-K78223772	BRD-K78223772	-0.4210324355394958	-
2817	BRD-K12787259	CX-5461	-0.42101753512881407	-
2818	BRD-A24429032	HEAT	-0.42100857005310277	-
2819	BRD-K99605820	BRD-K99605820	-0.42091646560874907	-
2820	BRD-K64785675	TG100-115	-0.42082194130649386	-
2821	BRD-K55424922	anpirtoline	-0.42079883575177063	Serotonin receptor agonist
2822	BRD-A36707673	hydroxycholesterol	-0.4207932500797818	-
2823	BRD-A22256192	terazosin	-0.42077979764605966	Adrenergic receptor antagonist
2824	BRD-K41220170	BRD-K41220170	-0.42074115325098566	-
2825	BRD-K57222227	indometacin	-0.42073290695064536	Cyclooxygenase inhibitor
2826	BRD-K41006959	BRD-K41006959	-0.4207262078445718	-
2827	BRD-K08132273	tyrphostin	-0.42072485222089684	EGFR inhibitor
2828	BRD-K52080565	rilmenidine	-0.420716331692593	Imidazoline receptor agonist
2829	BRD-K47328134	lysylphenylalanyl-tyrosine	-0.4206677671350182	Heparin activation inhibitor
2830	BRD-K64754843	BRD-K64754843	-0.42066420770583224	-
2831	BRD-K53653395	BRD-K53653395	-0.42064981857413813	-
2832	BRD-K12182524	BRD-K12182524	-0.42064460685880506	-
2833	BRD-A49765801	fludroxycortide	-0.42063446785362874	-
2834	BRD-A34907681	rutin	-0.4206162074974434	Capillary stabilizing agent
2835	BRD-K30647638	BRD-K30647638	-0.42053442369597066	-
2836	BRD-K87040771	BRD-K87040771	-0.4205199606153455	-
2837	BRD-K53318339	vinpocetine	-0.4204535616918928	Phosphodiesterase inhibitor
2838	BRD-A01787639	naftopidil	-0.4204528391239619	Adrenergic receptor antagonist
2839	BRD-K93080877	Ala-Ala-Phe-CMK	-0.4204391584832795	-
2840	BRD-K58999277	BRD-K58999277	-0.4204260127622974	-
2841	BRD-K71670746	BRD-K71670746	-0.42042578633240313	-
2842	BRD-K02526760	QS-11	-0.42038061280169664	-
2843	BRD-A30205217	ethotoin	-0.42034748091971474	Hydantoin antiepileptic
2844	BRD-A41833852	naloxone	-0.42032887275054737	Opioid receptor antagonist
2845	BRD-K44484254	BRD-K44484254	-0.4203030834570662	-
2846	BRD-K97863768	prothionamide	-0.4202914371486268	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor
2847	BRD-K28029915	dolasetron	-0.4202175887467422	Serotonin receptor antagonist
2848	BRD-K51677086	erythromycin	-0.42020247453697157	NFKB pathway inhibitor
2849	BRD-K45675241	BRD-K45675241	-0.4201131208819387	-
2850	BRD-K22384978	BRD-K22384978	-0.4201014449786989	-
2851	BRD-K60476892	YC-1	-0.42006142122351753	-
2852	BRD-K27986637	BRD-K27986637	-0.42003067608612543	-
2853	BRD-K03371390	BRD-K03371390	-0.42002897915522164	-
2854	BRD-K82135108	elesclomol	-0.4200277148599484	Oxidizing agent
2855	BRD-K47943470	tyrphostin-51	-0.4199955194216053	EGFR inhibitor
2856	BRD-K94270326	ecopipam	-0.419943600700272	Dopamine receptor antagonist
2857	BRD-K35737468	BRD-K35737468	-0.41993903088217904	-
2858	BRD-K26134695	calpeptin	-0.4199244754212085	Calpain inhibitor
2859	BRD-K70642949	GSK-2334470	-0.4199203591443293	-
2860	BRD-A49680073	cucurbitacin-i	-0.4198982508172466	-
2861	BRD-K16604360	BRD-K16604360	-0.4198981136993355	-
2862	BRD-K18619710	digoxigenin	-0.419870300813133	Na/K-ATPase inhibitor
2863	BRD-A14985772	ascorbyl-palmitate	-0.41981548550752157	-
2864	BRD-A30590053	MR-16728	-0.41979646918749947	-
2865	BRD-K58982513	BRD-K58982513	-0.41979092192317496	-
2866	BRD-K20714604	RS-56812	-0.4197849827335034	-
2867	BRD-K90333595	phentolamine	-0.41976279958963697	Adrenergic receptor antagonist
2868	BRD-K66438357	BRD-K66438357	-0.41974127948367485	-
2869	BRD-K00486786	RO-08-2750	-0.41972710315882095	-
2870	BRD-A76093993	cromakalim	-0.4197052585747395	Potassium channel activator
2871	BRD-K53501402	BRD-K53501402	-0.4196830690171775	-
2872	BRD-A17016119	rhizocarpic-acid	-0.41967275290133277	-
2873	BRD-K46435977	valaciclovir	-0.41966842256183423	DNA inhibitor
2874	BRD-A03044413	micropenin	-0.41964452427243665	-
2875	BRD-A84702196	penicillin	-0.4196340641238033	-
2876	BRD-K50938287	sumatriptan	-0.4196298551161252	Serotonin receptor agonist
2877	BRD-K79459005	BRD-K79459005	-0.4195556110079795	-
2878	BRD-K94018295	EMF-sumo1-3	-0.4195474130990983	-
2879	BRD-A50737080	CGK-733	-0.41952018194475743	-
2880	BRD-K00317371	RITA	-0.41950117996641534	-
2881	BRD-K68873215	phosphodiesterase-V-inhibitor-II	-0.41950086364610306	-
2882	BRD-K76846644	BRD-K76846644	-0.4194959667769762	-
2883	BRD-K76205745	losartan	-0.4194697090600841	Angiotensin receptor antagonist
2884	BRD-U47371202	YL-58	-0.419447490291523	-
2885	BRD-K31553917	BRD-K31553917	-0.4194370324352258	-
2886	BRD-K45296539	ZD-7114	-0.41940676188628473	-
2887	BRD-A27640568	BRD-A27640568	-0.4193900619107883	-
2888	BRD-K58070753	BRD-K58070753	-0.4193665952425814	-
2889	BRD-K65774694	BRD-K65774694	-0.4193460406767337	-
2890	BRD-K19300944	MW-STK33-2C	-0.4193419606479438	-
2891	BRD-A20243730	danazol	-0.41933076735536234	Progesterone receptor agonist
2892	BRD-A14208071	oxyphenonium	-0.4193146656300989	Cholinergic receptor antagonist
2893	BRD-K43068349	AMG-9810	-0.4193103138243631	-
2894	BRD-K31754360	BRD-K31754360	-0.4192979323017205	-
2895	BRD-K06009608	BRD-K06009608	-0.4192727437961598	-
2896	BRD-K81855038	roxatidine	-0.41926867364799736	Histamine receptor antagonist
2897	BRD-K27351809	nomegestrol	-0.41925022616954866	Progesterone receptor agonist
2898	BRD-K41666683	BRD-K41666683	-0.4192498695856153	-
2899	BRD-K20000640	SA-247384	-0.4192053049605448	-
2900	BRD-K87990216	piretanide	-0.41918455026869406	Glucocorticoid receptor agonist
2901	BRD-K53610452	BRD-K53610452	-0.4191578758825548	-
2902	BRD-K71059170	cefixime	-0.41912980490187823	Bacterial cell wall synthesis inhibitor
2903	BRD-K42693031	glimepiride	-0.41912509941622983	Insulin secretagogue
2904	BRD-K68065987	MK-2206	-0.4191204380269117	-
2905	BRD-K99696746	fatostatin	-0.4191199471716814	SREBP inhibitor
2906	BRD-K42499654	BRD-K42499654	-0.4190636793147669	-
2907	BRD-K37340241	BRD-K37340241	-0.41902344362857136	-
2908	BRD-K92073408	norethisterone	-0.41901595231820465	-
2909	BRD-A47144777	dihydro-7-desacetyldeoxygedunin	-0.41900992002856613	-
2910	BRD-K73099734	BRD-K73099734	-0.4189496777843865	-
2911	BRD-K47207162	zimelidine	-0.41894896183376307	Serotonin reuptake inhibitor
2912	BRD-K72783841	tyrphostin-AG-555	-0.41893954233194236	-
2913	BRD-K56429665	calcipotriol	-0.4189310419794154	Vitamin D receptor agonist
2914	BRD-K98634983	BRD-K98634983	-0.41889581449269014	-
2915	BRD-A30815329	felodipine	-0.4188636435239299	Calcium channel blocker
2916	BRD-K63425657	BRD-K63425657	-0.41886335579217987	-
2917	BRD-A20589515	dihydroxyphenylglycine	-0.4188558486817371	Glutamate receptor agonist
2918	BRD-K23369905	oxiconazole	-0.41882222832077526	Bacterial cell wall synthesis inhibitor
2919	BRD-K92980438	BRD-K92980438	-0.4188079031874808	-
2920	BRD-K96402602	farnesylthiotriazole	-0.41876332769081787	-
2921	BRD-A28412351	BRD-A28412351	-0.41873212137055227	-
2922	BRD-K70714754	BRD-K70714754	-0.418712937108681	-
2923	BRD-K27450477	EHNA	-0.41871053290419324	-
2924	BRD-K94580036	BRD-K94580036	-0.41870427966763407	-
2925	BRD-K04046242	equilin	-0.4187032182623622	Estrogen receptor agonist
2926	BRD-K92817986	BJM-CSC-19	-0.4186825877993318	-
2927	BRD-A61858259	CAY-10415	-0.4186205752200659	-
2928	BRD-K38436528	imipramine	-0.41860288671987067	Norepinephrine inhibitor|Serotonin reuptake inhibitor
2929	BRD-K18250272	propoxycaine	-0.4185351973268468	Anesthetic - local
2930	BRD-K80778372	RO-19-4605	-0.41852185906110495	-
2931	BRD-K48974000	BRD-K48974000	-0.41850849236042414	-
2932	BRD-K73371640	SD-6-035-A4	-0.4184389881098544	-
2933	BRD-K71835137	BRD-K71835137	-0.4184209931557387	-
2934	BRD-K02646507	KU-C104250	-0.4184168691978629	-
2935	BRD-A24543851	nornicotine	-0.41833735891221313	Acetylcholine receptor agonist
2936	BRD-K56658166	BRD-K56658166	-0.4183346300985224	-
2937	BRD-A08187463	racecadotril	-0.4183339708675451	Enkephalinase inhibitor
2938	BRD-K54411430	robustic-acid	-0.4182901588083014	CAMP inhibitor
2939	BRD-A32836748	leu-enkephalin	-0.4182843535029564	Opioid receptor agonist
2940	BRD-K13146765	BRD-K13146765	-0.41827539922098406	-
2941	BRD-K10860596	granisetron	-0.418242881979754	Serotonin receptor antagonist
2942	BRD-K37724988	BRD-K37724988	-0.41822664725681674	-
2943	BRD-K30570479	VU-0400195-3	-0.41812399850248855	-
2944	BRD-K15916856	BRD-K15916856	-0.4181019077214762	-
2945	BRD-A39172021	ampiroxicam	-0.41809667177305576	Cyclooxygenase inhibitor
2946	BRD-A37492983	iocetamic-acid	-0.41808605862692344	Radiopaque medium
2947	BRD-K06436323	BRD-K06436323	-0.4180688130548083	-
2948	BRD-A39290993	cyproterone	-0.4180611089986867	Androgen receptor antagonist
2949	BRD-K32862555	BRD-K32862555	-0.41803091602976333	-
2950	BRD-K87573634	propylpyrazole	-0.4180120090981275	Estrogen receptor agonist
2951	BRD-K39289507	BRD-K39289507	-0.41793866919918055	-
2952	BRD-K59851896	calycanthine	-0.4179053540661756	GABA receptor antagonist
2953	BRD-A56675431	altizide	-0.41790035602779857	Diuretic
2954	BRD-K62716919	BRD-K62716919	-0.4178383404438831	-
2955	BRD-K22832646	MW-STK33-1A	-0.4178091128380082	-
2956	BRD-K47693913	evoxine	-0.4178060780981732	Furoquinoline alkaloid
2957	BRD-K50422030	clomethiazole	-0.4177921269002193	GABA receptor antagonist|GABA receptor modulator
2958	BRD-K69763916	LY-341495	-0.4177598633090521	-
2959	BRD-K55034111	pefloxacin	-0.4177355043238411	Bacterial DNA Gyrase inhibitor
2960	BRD-K05434375	HA-1004	-0.4176604439927137	-
2961	BRD-K42568865	BRD-K42568865	-0.4176458136984902	-
2962	BRD-K76132250	BRD-K76132250	-0.4176414248198697	-
2963	BRD-K39965020	doconexent	-0.41764107274209944	PPAR receptor agonist
2964	BRD-K37932103	BRD-K37932103	-0.41760146732815084	-
2965	BRD-A30717181	triamcinolone	-0.41759701519026854	Glucocorticoid receptor agonist|Immunosuppressant
2966	BRD-A04172077	BRD-A04172077	-0.4175835835726565	-
2967	BRD-K41931739	BRD-K41931739	-0.41754521605816297	-
2968	BRD-A98378129	talniflumate	-0.41752943469572545	Cyclooxygenase inhibitor
2969	BRD-A67981824	cefotaxime	-0.41742624867269795	Bacterial cell wall synthesis inhibitor
2970	BRD-K05002121	BRD-K05002121	-0.41737346852816337	-
2971	BRD-K23353440	TMI-15	-0.41730706552114144	-
2972	BRD-K66944906	fraxidin	-0.417275381974337	Carbonic anhydrase inhibitor
2973	BRD-K96263742	GW-7647	-0.41727177729619847	-
2974	BRD-K23217072	BRD-K23217072	-0.4172214041169131	-
2975	BRD-A00626522	BRD-A00626522	-0.4172204621713897	-
2976	BRD-K15563106	phloretin	-0.41720511147355305	Sodium channel inhibitor
2977	BRD-K00541156	BRD-K00541156	-0.4171701993407052	-
2978	BRD-A70083328	secnidazole	-0.41714730616443974	Acetylcholinesterase inhibitor|Tubulin inhibitor
2979	BRD-K32580836	BRD-K32580836	-0.4171443121582135	-
2980	BRD-K66555411	BRD-K66555411	-0.41706092917818294	-
2981	BRD-K11187612	BRD-K11187612	-0.4170459035385929	-
2982	BRD-K99922388	DPO-1	-0.41702348965781544	-
2983	BRD-K91836367	BRD-K91836367	-0.41701890496961597	-
2984	BRD-K19624190	BRD-K19624190	-0.4170121333163768	-
2985	BRD-K30804015	BRD-K30804015	-0.41696095296869456	-
2986	BRD-K04412738	tramadol	-0.4169543195992213	Opioid receptor agonist|Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor
2987	BRD-A14792000	valsartan	-0.41693420499136935	Angiotensin receptor antagonist
2988	BRD-A51820102	econazole	-0.4169176687069462	Lanosterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor|Sterol demethylase inhibitor
2989	BRD-A36884011	BRD-A36884011	-0.41683302943500017	-
2990	BRD-A78377521	monastrol	-0.416795064700775	Kinesin inhibitor
2991	BRD-K29653726	topiramate	-0.4167728752230881	Carbonic anhydrase inhibitor|Glutamate receptor antagonist|Kainate receptor antagonist
2992	BRD-K89412978	BRD-K89412978	-0.4167377543025017	-
2993	BRD-K95786143	BRD-K95786143	-0.41673141153967475	-
2994	BRD-K63784565	BRD-K63784565	-0.41672776328710043	-
2995	BRD-K54094468	remoxipride	-0.41669627668241616	Dopamine receptor antagonist
2996	BRD-K28472299	BRD-K28472299	-0.4166904011996516	-
2997	BRD-A98670841	ST-012030	-0.4166377072037053	-
2998	BRD-K28307902	flutamide	-0.4166365781339134	Androgen receptor antagonist
2999	BRD-K85383046	IAA-94	-0.41659377133538417	-
3000	BRD-K20032655	BRD-K20032655	-0.4165231844558208	-
3001	BRD-A75106577	BRD-A75106577	-0.4165173593973486	-
3002	BRD-K37984227	BRD-K37984227	-0.41648056457669946	-
3003	BRD-K71138616	BRD-K71138616	-0.4164053915933484	-
3004	BRD-K88269385	BRD-K88269385	-0.41640347610941847	-
3005	BRD-A98283014	calmidazolium	-0.4163755005548923	Calcium channel blocker|Calmodulin antagonist
3006	BRD-K79390395	BRD-K79390395	-0.41636697543798684	-
3007	BRD-K53214709	BRD-K53214709	-0.41629116797562477	-
3008	BRD-K12906962	dichlorobenzamil	-0.4162657966738061	Sodium channel inhibitor
3009	BRD-K03109492	NSC-663284	-0.41626239943813836	-
3010	BRD-A22272113	BRD-A22272113	-0.4162107627420106	-
3011	BRD-K88742110	BRD-K88742110	-0.41618689776747175	-
3012	BRD-K18953385	BRD-K18953385	-0.41615673687998517	-
3013	BRD-K81528515	nilotinib	-0.41615433601377794	Bcr-Abl inhibitor|Abl inhibitor
3014	BRD-K95901403	XL-147	-0.41615353624780593	-
3015	BRD-K68392338	ZK-93426	-0.416142936648529	-
3016	BRD-A71765365	mepireserpate	-0.4161255886484277	Catechol O methyltransferase inhibitor
3017	BRD-K36111767	BRD-K36111767	-0.4160900478927219	-
3018	BRD-K55034844	BRD-K55034844	-0.41608445179416464	-
3019	BRD-K14171663	BRD-K14171663	-0.4160476641958944	-
3020	BRD-K68407802	KIN001-055	-0.4160164639715555	-
3021	BRD-A41451487	PK-11195	-0.41601146225660696	-
3022	BRD-K45355657	BRD-K45355657	-0.41601121542908703	-
3023	BRD-K17739445	BRD-K17739445	-0.4159763514137497	-
3024	BRD-K75315865	BRD-K75315865	-0.41595984214527676	-
3025	BRD-K76595177	BRD-K76595177	-0.4159166209372811	-
3026	BRD-A79226577	tropisetron	-0.4159060070799404	Serotonin receptor antagonist
3027	BRD-K62466453	BRD-K62466453	-0.4158404580345574	-
3028	BRD-K93623501	BRD-K93623501	-0.4158378876209333	-
3029	BRD-K60160658	tiagabine	-0.41579880220233406	GABA receptor antagonist
3030	BRD-K05977355	fluconazole	-0.41575075190426153	Sterol demethylase inhibitor
3031	BRD-K33572481	taurodeoxycholic-acid	-0.4157121350545209	Bile acid
3032	BRD-K58679021	BRD-K58679021	-0.4157102484978442	-
3033	BRD-K71799778	BML-259	-0.4157020056204945	-
3034	BRD-K11015688	KU-C104256	-0.415694475487612	-
3035	BRD-K24031526	BRD-K24031526	-0.41568379721348286	-
3036	BRD-A66927094	nemonapride	-0.415674631448859	Dopamine receptor antagonist
3037	BRD-K42841443	BRD-K42841443	-0.4156432595125573	-
3038	BRD-K54285697	BRD-K54285697	-0.41561949038341817	-
3039	BRD-K43739430	ST-4029487	-0.41551128165238255	-
3040	BRD-K92559570	KU-C103884	-0.41549117289978515	-
3041	BRD-A02713983	dihydrodeoxygedunin	-0.41546407717029094	Growth factor receptor activator
3042	BRD-K91904471	SD-169	-0.41546301543313136	-
3043	BRD-K73125384	BRD-K73125384	-0.41546120835687367	-
3044	BRD-K49657628	tyrphostin-AG-18	-0.41545978123225613	-
3045	BRD-K44067360	flufenamic-acid	-0.4154559753675976	Chloride channel blocker
3046	BRD-K92683369	graveoline	-0.41543742554586255	-
3047	BRD-K50866992	tropisetron	-0.41540652270878037	Serotonin receptor antagonist
3048	BRD-K99063460	didanosine	-0.415397304302816	Nucleoside reverse transcriptase inhibitor
3049	BRD-K10649245	BRD-K10649245	-0.4153813297856849	-
3050	BRD-K39732687	BRD-K39732687	-0.41537074051772155	-
3051	BRD-K66782112	BRD-K66782112	-0.41533723006227563	-
3052	BRD-K39823328	VU-0366037-2	-0.41530891472337883	-
3053	BRD-K44497846	enalapril	-0.4153028702798439	Angiotensin converting enzyme inhibitor
3054	BRD-K11634954	GBR-13069	-0.41528566591899324	-
3055	BRD-K23644387	BRD-K23644387	-0.4152677511685552	-
3056	BRD-K32896438	BRD-K32896438	-0.41515735598230274	-
3057	BRD-K39733634	L-161982	-0.4151440434993745	-
3058	BRD-K99621550	tubocurarine	-0.4151254557762801	Acetylcholine receptor antagonist
3059	BRD-K67870070	SA-247615	-0.41511061469755955	-
3060	BRD-K51683034	BRD-K51683034	-0.4151004224337043	-
3061	BRD-A91008255	bepridil	-0.4150470251250678	Calcium channel blocker
3062	BRD-K30020243	aliskiren	-0.4150405117082895	Antihypertensive|Peptidase inhibitor|Protease inhibitor|Renin inhibitor
3063	BRD-K50214219	CS-1657	-0.4150154518673111	-
3064	BRD-A95939040	sertaconazole	-0.4149402750460601	Sterol demethylase inhibitor
3065	BRD-K99633092	BRD-K99633092	-0.4149399259594772	-
3066	BRD-A44701612	dihydroergocristine	-0.4149340729611574	-
3067	BRD-K90996982	BRD-K90996982	-0.4149195346580777	-
3068	BRD-K98834634	BRD-K98834634	-0.41486916328826745	-
3069	BRD-K25784575	BRD-K25784575	-0.4148477968687353	-
3070	BRD-A67438293	treprostinil	-0.41482342779287273	Prostacyclin analog
3071	BRD-K64310881	MW-STK33-3B	-0.4147923343689278	-
3072	BRD-K99369265	sirolimus	-0.4147921511635421	MTOR inhibitor
3073	BRD-K79381128	BRD-K79381128	-0.41478831936364263	-
3074	BRD-K82731415	olomoucine	-0.41478430406416883	CDK inhibitor
3075	BRD-A72069525	BRD-A72069525	-0.4147451852791973	-
3076	BRD-K42455570	BRD-K42455570	-0.41473824091925043	-
3077	BRD-K05562558	BRD-K05562558	-0.41473632836941116	-
3078	BRD-K52163391	BRD-K52163391	-0.414713173829557	-
3079	BRD-K79131428	BRD-K79131428	-0.4147067243001377	-
3080	BRD-K09299610	BRD-K09299610	-0.41466753076513363	-
3081	BRD-K37393297	BRD-K37393297	-0.4146312293671995	-
3082	BRD-K12539581	nocodazole	-0.4146270028967114	Tubulin inhibitor
3083	BRD-K15519488	CS-110266	-0.414563113746711	-
3084	BRD-A02198599	EMF-sumo1-9	-0.4145628018894591	-
3085	BRD-A70407468	PSB-36	-0.4145557947400476	-
3086	BRD-K57443339	BRD-K57443339	-0.4145259828362925	-
3087	BRD-K38477985	malonoben	-0.41450263921328995	Protein tyrosine kinase inhibitor
3088	BRD-K58674774	BRD-K58674774	-0.41449901414717355	-
3089	BRD-K32132269	BRD-K32132269	-0.41448419234169875	-
3090	BRD-K46556543	canrenoic-acid	-0.4144829040877284	-
3091	BRD-K88668992	BRD-K88668992	-0.414455670785029	-
3092	BRD-K66093087	FGIN-1-43	-0.41443126901771876	-
3093	BRD-K10817986	KM-01366	-0.41441626753107996	-
3094	BRD-A68039575	liquiritigenin	-0.41439769097791823	-
3095	BRD-K37814297	acepromazine	-0.41435059930235507	Dopamine receptor antagonist
3096	BRD-K32111336	BRD-K32111336	-0.4143198820334738	-
3097	BRD-A91452556	estradiol-cypionate	-0.4143042486882184	Estrogen receptor agonist
